a0,a1,b0,b1,c0,c1,d0,d1,e1,,,,,,,
23.44162639,49.76088936,23.49188875,58.09605962,22.8391934,44.28269061,0.114746305,0.343528814,2603.534167,,,,,,,
23.53935564,49.89824786,23.27400609,57.85868105,21.96125617,43.70373365,0.109192424,0.343404571,2598.799729,,,,,,,
23.28410006,48.92434689,23.5088361,58.48262067,22.98073066,44.5257464,0.1107564,0.345415216,2585.397756,,,,,,,
22.39828309,49.10257474,22.65466745,58.43342095,23.06503639,44.48965379,0.105600876,0.34731594,2591.311667,,,,,,,
23.02503527,49.9803305,23.20398022,58.29970569,22.59695616,43.81282207,0.112908609,0.346789557,2585.252542,,,,,,,
22.01422259,50.33883956,23.24929851,58.41744144,22.70953622,44.00419952,0.110527835,0.348209635,2588.668392,,,,,,,
22.77502914,49.24624384,23.37338879,58.3504064,23.29360686,43.33815856,0.109133186,0.346255623,2595.040446,,,,,,,
22.26527352,50.16912742,22.33766611,57.9349887,23.69562562,43.06252788,0.106298484,0.347600788,2591.383265,,,,,,,
22.7031467,49.68301978,23.14801519,58.65936565,21.86924301,44.44888447,0.112570066,0.346093546,2603.800617,,,,,,,
23.3482975,50.24766658,22.90689082,57.76483396,23.52759896,43.2524261,0.110699607,0.344393733,2594.872306,,,,,,,
23.56077677,50.80101028,22.31430974,58.9462955,22.8047731,44.33112904,0.112804141,0.343619942,2586.095226,,,,,,,
22.37875548,49.20446064,23.53094821,57.24467545,22.65568873,42.78595199,0.108396922,0.348537292,2602.01567,,,,,,,
23.33004653,50.58355954,24.15932574,57.02865055,22.62409929,42.75995559,0.106764345,0.342330727,2597.371967,,,,,,,
22.26822516,50.73295589,24.16043089,57.1447526,23.73286382,43.0449153,0.11414956,0.347266844,2596.396198,,,,,,,
23.57547776,49.50775967,22.62907581,57.25754629,23.45821717,43.99174466,0.114247169,0.34098529,2590.502887,,,,,,,
22.58299999,49.24830423,24.10956472,57.42950148,21.82520739,43.05606133,0.11527493,0.345696762,2593.333434,,,,,,,
21.71704825,49.33417918,22.50109853,58.87491448,23.47399276,43.9483382,0.109789722,0.343255284,2589.844644,,,,,,,
22.06067429,49.59796474,22.61005094,57.37351267,23.4257089,42.80705861,0.111268684,0.345395666,2586.929222,,,,,,,
23.28484656,49.36111379,23.4232758,58.06320469,23.42692803,43.45146394,0.113141892,0.341322391,2604.161821,,,,,,,
22.99844342,50.34196596,24.04966531,59.00423593,22.60948855,42.73440789,0.109191451,0.345064189,2601.994178,,,,,,,
22.12647929,48.99802996,22.43338065,57.86836508,23.66332733,44.30578541,0.106969588,0.349053063,2588.312967,,,,,,,
22.39066392,50.79619721,22.29542432,57.76941602,22.96200343,44.68854955,0.111583454,0.345980194,2597.23628,,,,,,,
22.87611125,49.21365722,23.65417516,57.38935103,22.06724848,43.45261961,0.107273603,0.341320221,2584.985159,,,,,,,
22.05296173,49.967844,22.2864721,57.88382606,22.10933518,44.23996742,0.110389474,0.345711549,2599.331701,,,,,,,
21.90121621,49.1817567,22.67054246,57.1458694,23.75542119,42.968922,0.107858311,0.345209089,2601.120044,,,,,,,
23.04271574,50.31112038,23.06492472,58.48076703,23.70266718,44.03203268,0.115475676,0.342394402,2587.895949,,,,,,,
21.74661888,49.61655482,22.95303872,57.6985091,22.0065018,43.53204855,0.108992726,0.348233792,2588.897306,,,,,,,
22.01646335,49.34646811,22.21858244,58.74382771,22.5916125,43.83184866,0.107394794,0.342604353,2588.515471,,,,,,,
22.24510323,49.0918583,22.72318748,58.52554973,23.40184852,42.77401863,0.110961877,0.348825854,2595.233559,,,,,,,
21.90970336,50.57596649,23.29449549,58.26335237,23.57208529,44.31631255,0.107880895,0.349347044,2588.454849,,,,,,,
21.70014313,50.79147887,23.29707039,57.6121285,22.86988339,44.16224757,0.107993568,0.34218526,2586.713764,,,,,,,
23.20035255,49.07559836,22.97477361,57.40394648,21.9358036,44.63291695,0.110571174,0.342440153,2601.033554,,,,,,,
21.93938506,50.49414399,23.10704604,57.18945953,23.73728946,43.94254674,0.113448541,0.341165698,2599.456073,,,,,,,
22.52918201,49.37933029,23.62836006,58.20547705,22.83406066,43.37210324,0.111781007,0.343236856,2594.225849,,,,,,,
21.72692606,49.01456154,23.38315772,57.55229379,22.3562044,43.64998482,0.105630967,0.345187863,2586.433487,,,,,,,
21.63602737,49.0290482,22.70876976,57.3326632,23.67927438,44.65347565,0.112937629,0.348616878,2595.2933,,,,,,,
22.50682173,49.56552504,23.60343501,58.67556509,23.67066023,44.33252889,0.113385527,0.341207314,2597.892662,,,,,,,
22.23614229,50.0423355,23.94466961,58.12559594,23.56877903,44.06288537,0.114699562,0.34303944,2591.958137,,,,,,,
21.90712952,50.23101402,24.13105696,57.66717566,23.32849293,44.20836387,0.111420391,0.350109904,2603.593313,,,,,,,
23.32895349,49.71354456,23.48267334,58.95360056,23.7434527,43.12026961,0.115176131,0.343182807,2593.858729,,,,,,,
23.58614125,48.93219068,22.55563479,58.06220615,22.13763247,42.9402952,0.109199032,0.34639765,2600.122256,,,,,,,
21.93698959,49.21760946,23.29389173,58.22522171,23.24516932,44.16350125,0.111298104,0.347296544,2598.347774,,,,,,,
23.26680408,49.62703218,23.02564436,58.39909689,22.03599228,44.38581925,0.110396651,0.348118658,2595.890065,,,,,,,
22.75324504,49.91704312,24.09613674,58.37845997,23.03660285,43.20142211,0.113847853,0.34435536,2585.915008,,,,,,,
23.28801109,50.49414941,22.77125703,57.79573898,23.15233247,44.17381646,0.111765065,0.346399497,2587.035924,,,,,,,
23.12927795,48.94987618,23.50831261,58.15913272,23.69906475,43.51752165,0.11461145,0.34665641,2595.44316,,,,,,,
21.69613836,48.88265363,23.5162305,57.17455209,21.84912031,44.4216772,0.106830782,0.348363858,2595.900286,,,,,,,
23.43917747,49.27080557,23.69299048,58.99503118,23.33812295,42.84533969,0.110306523,0.344489055,2598.18647,,,,,,,
21.90157444,49.67911435,23.68171691,58.60898608,22.81705664,43.89505713,0.111592683,0.343145449,2590.936709,,,,,,,
21.91980128,49.46769266,23.27400951,57.88625173,23.13984475,43.94042087,0.109167463,0.349035751,2586.071584,,,,,,,
22.05767539,49.31779686,23.51592857,58.84770176,22.71573885,43.23998131,0.109723452,0.342643108,2595.936146,,,,,,,
23.02745648,49.74743787,23.90814679,57.835076,22.26207424,44.21137396,0.11090193,0.347191632,2598.513068,,,,,,,
22.0400293,50.12630743,23.89402185,57.26870441,21.79084799,42.9399924,0.115304178,0.345307789,2592.047881,,,,,,,
21.93481335,50.10385087,23.95102816,58.26983491,22.02892515,44.69062036,0.109165523,0.34954271,2603.536055,,,,,,,
23.15691191,49.09680959,23.02397345,57.72669005,22.1309374,42.91905602,0.108384125,0.340480809,2599.237126,,,,,,,
23.48945833,49.41912523,23.86262365,57.9602068,22.66764413,44.46569257,0.113497924,0.346223667,2601.806653,,,,,,,
21.97252811,50.76459047,22.1991792,58.88194102,21.79657145,43.84092846,0.113798691,0.340851893,2603.970466,,,,,,,
22.21290838,50.76147585,23.60294566,59.0024513,22.31967587,43.35332658,0.110274086,0.342958795,2603.246387,,,,,,,
23.31647301,49.48660704,22.65182694,57.41031427,23.462374,43.23828331,0.107515158,0.343841338,2595.857918,,,,,,,
21.84427561,50.79119457,22.95670884,57.13909463,22.53842367,43.44506897,0.114270159,0.349505166,2599.702238,,,,,,,
21.81439103,48.88867988,22.54394616,57.11110175,22.18580699,44.56837405,0.106419193,0.342686711,2590.176784,,,,,,,
22.53670318,49.30580808,23.69535598,58.17584405,23.63510578,44.51607123,0.108166789,0.340231592,2590.859229,,,,,,,
21.85447115,50.01442043,22.65109201,58.65798212,23.70174687,44.21076686,0.112965428,0.348444897,2603.962736,,,,,,,
22.41842205,48.90502807,22.31045613,57.23778478,23.68311994,44.11386464,0.114666179,0.345200117,2598.950238,,,,,,,
22.55193756,49.47044933,22.82338174,58.1595346,22.02822268,44.52277009,0.11201952,0.340559675,2586.29438,,,,,,,
22.13304121,50.72998892,22.99431565,57.30140329,22.9249326,42.87164458,0.113857194,0.34526276,2598.075297,,,,,,,
21.79943436,50.40657682,24.09023982,58.17922327,23.16779211,44.52823294,0.105802029,0.346160516,2598.954993,,,,,,,
23.34077814,50.78019659,23.20834223,57.28038874,22.81163897,43.60683618,0.110208231,0.345614296,2602.496877,,,,,,,
22.26508146,49.22404917,23.20185262,57.05534542,23.77249751,43.09004359,0.109434915,0.347636789,2587.531224,,,,,,,
22.77734843,49.27862541,22.3505677,58.48207719,22.10974186,43.63694011,0.11330245,0.347852428,2588.643773,,,,,,,
22.25109258,49.97751823,23.30838395,58.39153911,23.60456121,44.51988204,0.110261316,0.349479012,2597.188195,,,,,,,
22.82413577,49.64087128,23.48952459,57.80832176,22.69912449,42.89554485,0.11437342,0.344397147,2585.858073,,,,,,,
22.17019927,49.62737528,23.06584513,57.50711771,21.80520432,44.20222109,0.107554129,0.342220513,2590.313894,,,,,,,
22.21897946,50.66005264,23.6111387,58.01082097,22.81506467,43.3316854,0.110288584,0.340918324,2598.752671,,,,,,,
22.14184827,49.69049054,23.9839304,58.87524847,23.05257008,44.28262138,0.108893563,0.341179258,2599.958221,,,,,,,
23.38308624,49.25892444,23.71496757,57.04548433,22.27887129,43.57737226,0.106298529,0.34775856,2600.880908,,,,,,,
21.67150569,50.46920721,22.65822574,58.39660262,22.41203143,43.08935942,0.113579607,0.343178882,2599.286528,,,,,,,
22.41895447,50.26701862,23.65218616,58.5008653,23.60376055,43.05125244,0.113090734,0.348823454,2599.9204,,,,,,,
22.04360463,50.13922509,23.10938237,58.25194623,23.01731467,42.74448039,0.111708199,0.34960086,2586.072281,,,,,,,
23.13354426,49.72122367,23.78771074,58.22808744,22.84469293,44.28503218,0.114615152,0.346447746,2595.2608,,,,,,,
23.51568581,49.10964503,22.24482941,57.41327994,22.80182716,42.90324282,0.112870706,0.34329662,2602.542417,,,,,,,
22.85422605,49.36240726,22.73282419,57.26066982,23.27344791,43.11887639,0.106378464,0.343353578,2600.807619,,,,,,,
22.5355348,49.53466725,22.85150635,58.34829222,23.4132078,44.50027331,0.106592762,0.341724082,2590.042391,,,,,,,
22.51163494,50.17639651,22.24377325,58.30551796,23.01468937,44.05061081,0.107497971,0.34228576,2597.143598,,,,,,,
22.07154478,50.09865676,23.25126113,57.35157336,22.26951105,44.01092789,0.107559647,0.345400378,2599.880487,,,,,,,
22.22488569,50.34187643,22.74657451,57.68357182,22.15131652,43.97534431,0.110264275,0.34135079,2594.822407,,,,,,,
23.3824592,50.24729287,23.70288832,57.79108866,21.80693962,43.80402523,0.108782444,0.342482417,2597.268841,,,,,,,
23.55395011,50.54948389,23.33879916,58.19976644,23.73388886,43.07796595,0.111859568,0.350094241,2593.027588,,,,,,,
22.05205465,50.66062993,22.64367696,58.3048016,21.91858892,43.36906749,0.112022192,0.347645878,2597.2499,,,,,,,
22.99729788,49.33352499,23.29609966,58.31518716,22.18513358,43.03542284,0.112638667,0.343240864,2594.606621,,,,,,,
23.2588048,50.56084087,23.70053291,58.75343142,22.78233968,44.19716007,0.114016504,0.345796009,2596.811056,,,,,,,
23.33611151,50.42670604,23.34829865,58.72888757,22.10464058,43.75698806,0.108934742,0.348531053,2597.723701,,,,,,,
22.191361,50.02552235,23.01757821,57.33987134,23.29339695,42.97276875,0.112659075,0.344402061,2595.797805,,,,,,,
22.78119423,50.3579727,22.70927006,57.60548668,22.52504831,43.02687315,0.108371489,0.343415953,2600.210205,,,,,,,
22.56252131,50.22949159,23.87460605,57.55709595,22.97357818,43.38642016,0.112512355,0.348605529,2599.039064,,,,,,,
22.66779117,49.86455294,23.85319886,58.26045123,23.42326609,43.62164076,0.105807644,0.346927965,2600.668467,,,,,,,
22.90353696,49.31172932,24.13395076,57.49853457,22.82137984,44.06067467,0.108214434,0.34237939,2595.982161,,,,,,,
21.67514152,49.9314254,22.84317457,58.98777844,23.73576882,44.0963217,0.110438463,0.34214638,2588.164936,,,,,,,
22.48035181,49.27671018,23.03016899,58.66216398,22.30630769,43.68850247,0.114451196,0.341658332,2588.307389,,,,,,,
22.48884217,50.44185849,22.71170625,57.45427417,23.72765628,43.83437397,0.112468136,0.347116001,2591.795805,,,,,,,
22.68222257,49.33811223,22.91794427,58.87210945,22.30883059,42.99127589,0.109305846,0.349525588,2598.438484,,,,,,,
22.13785034,50.51070807,23.36186803,58.80024068,23.13755895,44.51809105,0.107616638,0.347493878,2586.853104,,,,,,,
22.48152562,48.94342155,24.09351619,58.17057555,23.28147015,43.9679712,0.112139978,0.341130025,2592.235224,,,,,,,
22.07238651,49.92560381,22.84010849,57.18311094,22.17861906,43.61288516,0.107668184,0.344136214,2597.811472,,,,,,,
22.71894776,49.12322413,23.55056866,58.39190479,23.01185526,44.30425451,0.106850869,0.344224726,2600.98901,,,,,,,
23.37916652,49.65527133,23.87570439,57.02715374,23.48059846,42.90431996,0.11295637,0.34878926,2600.584224,,,,,,,
22.63092432,50.57557754,22.88385642,57.8698147,22.00265359,42.88727508,0.111259363,0.341632883,2601.504002,,,,,,,
21.66768796,49.91762852,22.89540165,57.4594996,22.38561679,43.89885454,0.106248043,0.343549453,2585.899118,,,,,,,
21.71876274,49.73273595,23.85375251,58.93714262,23.58591721,44.27722429,0.113870221,0.34652924,2587.556243,,,,,,,
22.36947279,49.58514198,24.07702418,57.36020704,21.90825027,44.08864397,0.113683075,0.34624307,2592.658822,,,,,,,
21.86992883,50.70369803,23.95763007,58.95949895,23.06643784,44.56713007,0.108421683,0.345901583,2590.233355,,,,,,,
21.86470414,49.99841101,23.29220314,58.0774845,22.83542325,44.48811436,0.112316,0.341222622,2601.073115,,,,,,,
23.28604204,50.14031819,23.94708907,58.12937521,22.37778271,44.4828538,0.108534095,0.34907747,2590.257147,,,,,,,
21.65565632,50.7462724,22.38025013,58.60481456,23.5545019,42.87165417,0.110414122,0.341018277,2588.190084,,,,,,,
23.51437785,49.30263491,22.31102958,58.79465955,21.81879577,44.2732925,0.11372904,0.340893185,2602.975141,,,,,,,
22.78695193,49.94874426,22.97440013,57.02884431,22.89722252,42.91910135,0.107602651,0.343363608,2600.506368,,,,,,,
21.9262014,48.90496785,23.7053269,57.73422091,23.69091604,44.16383795,0.105525754,0.341142754,2602.917759,,,,,,,
22.80965455,50.0838383,22.66866673,57.20609038,22.12809288,43.67191169,0.106620108,0.345588795,2597.063211,,,,,,,
23.22662927,49.03289991,23.8857838,58.14250923,23.67231736,43.21929196,0.107716444,0.342263509,2591.310094,,,,,,,
22.66951909,49.12775707,23.6026498,57.34962126,22.4933851,43.31104829,0.113123785,0.341533786,2595.034476,,,,,,,
22.35084785,49.53609506,23.52596087,57.61060783,22.61985661,43.87178615,0.107878766,0.349446731,2596.395381,,,,,,,
23.31667677,49.95647475,22.40804904,58.28424541,22.30371294,44.47499968,0.113526582,0.342964078,2591.648825,,,,,,,
22.39744088,50.80263612,23.13312233,57.26772912,23.58632362,43.81008643,0.112366727,0.347404399,2596.13,,,,,,,
22.10974659,49.5354684,23.05905229,57.39264778,21.94959867,43.05069389,0.11163683,0.340411633,2598.479226,,,,,,,
22.60330183,50.77378903,23.32694344,57.78583914,23.75763501,44.64503836,0.109504487,0.348607345,2603.46652,,,,,,,
22.65673427,50.5028946,23.29992885,57.98123881,22.21410775,44.35848443,0.112175689,0.348651694,2587.377304,,,,,,,
22.27150519,49.4570378,23.98980145,57.98739379,23.46269739,44.44560498,0.112956617,0.346534158,2595.851471,,,,,,,
23.0170239,50.06978775,23.57341067,57.75403665,21.83075759,43.63708517,0.110902682,0.349339209,2589.277309,,,,,,,
22.29114144,48.97583703,23.72735785,58.82414982,23.01694702,43.20949104,0.109685202,0.347951649,2590.10943,,,,,,,
22.72783535,49.71262705,23.10032694,58.6771206,22.28320938,43.99963909,0.110356875,0.350069371,2588.373839,,,,,,,
22.13742038,50.05807092,23.75995585,58.69696331,21.97942049,42.98820015,0.113502652,0.34719244,2590.607725,,,,,,,
22.26740676,49.03311779,23.00497775,58.34132444,22.43503459,44.62966846,0.108481778,0.340604549,2592.972361,,,,,,,
22.73064244,50.44771207,23.28695648,57.38700923,22.6829303,43.33165513,0.11135134,0.347503224,2592.562176,,,,,,,
22.73903262,49.41011792,23.46837672,58.08771523,22.84311219,42.77317486,0.106193981,0.342899091,2598.349854,,,,,,,
22.01180037,50.36863828,24.06261045,58.48073237,22.21871614,44.27479919,0.115332588,0.34969273,2590.227122,,,,,,,
22.93826788,50.00059502,23.79077897,58.92782691,23.33299302,43.78344025,0.115305821,0.349607859,2600.931404,,,,,,,
23.04982869,49.35335193,23.5016845,58.31009205,23.51283316,44.43530333,0.109840288,0.340922681,2590.06661,,,,,,,
22.62554755,50.34575395,23.98373589,58.02699235,23.46944804,42.8851459,0.108480898,0.348337424,2601.41239,,,,,,,
22.00888713,49.79012069,22.44440344,57.24575836,22.76303615,43.76411385,0.108414822,0.347942394,2604.730821,,,,,,,
23.4643279,49.67900975,22.2256631,58.88174165,22.80580529,44.51154802,0.108597006,0.343812044,2599.688329,,,,,,,
21.76824908,49.97642024,22.45330075,57.11043788,22.07752555,44.09924891,0.112907874,0.340249645,2598.157095,,,,,,,
23.07679926,50.36704373,23.46084028,58.88625405,22.79056024,44.06914718,0.113887722,0.340742622,2593.89821,,,,,,,
22.7600455,50.57785421,22.40461446,57.07572008,22.2335855,42.81094784,0.110541573,0.345394415,2592.850553,,,,,,,
22.4589232,49.93038165,23.06341868,58.7472614,23.25536935,44.31841555,0.115178979,0.341724901,2586.339201,,,,,,,
21.76739763,50.1169095,23.35613969,58.06520091,22.79916355,43.76814174,0.106082583,0.348605039,2600.521384,,,,,,,
23.30196575,49.51426257,22.54623002,57.20116399,21.96903642,42.85244236,0.111171199,0.340783385,2600.442761,,,,,,,
23.37829439,49.75327662,22.41548375,58.90636542,23.17224134,43.43326212,0.110778241,0.342929786,2588.828197,,,,,,,
21.68967761,49.66612317,22.23400058,57.88102283,22.11010845,43.86069579,0.107332037,0.346949132,2597.730124,,,,,,,
21.84336281,50.08111122,22.55156399,57.93076853,23.20662238,43.13556606,0.11018309,0.343247792,2594.97641,,,,,,,
22.6139762,50.72331208,22.8535172,58.2584656,22.42019512,43.47044636,0.10757736,0.342244527,2593.439788,,,,,,,
23.35614853,49.86546162,23.28521519,57.92208978,23.68366039,44.50620969,0.108386636,0.348002172,2600.444796,,,,,,,
22.12460363,49.50599334,23.81975422,58.6964287,22.87940848,44.11934487,0.113278117,0.344480418,2585.287762,,,,,,,
22.48164862,49.49350673,22.67230646,58.73080937,21.78329967,43.79120001,0.113928044,0.348204673,2599.54733,,,,,,,
22.25476674,49.68893156,23.49823881,58.33080665,21.93913557,43.4109073,0.112899225,0.340246404,2590.159845,,,,,,,
23.31737689,50.04492211,22.79283795,59.0072171,22.15364332,42.92046003,0.108017643,0.34225748,2591.989955,,,,,,,
21.81978808,49.64322971,23.40671636,57.83345523,22.05769607,43.26427319,0.113653556,0.343114192,2597.776623,,,,,,,
23.17262394,49.49640245,23.86959051,58.53556786,22.17519986,43.30465789,0.108891844,0.342338684,2585.651833,,,,,,,
22.14393936,48.98077233,22.70420319,58.34871578,22.89168394,42.72597787,0.105573579,0.3441967,2595.974259,,,,,,,
22.93020379,50.65908484,23.45815737,58.87431006,22.59209114,42.7749084,0.113041251,0.340273613,2599.074701,,,,,,,
22.95269448,49.1516922,22.56550669,58.70517514,23.40756771,42.88784439,0.1139411,0.349669256,2589.493307,,,,,,,
23.17207101,50.32500215,24.05183076,58.61074475,23.72230979,43.17425408,0.108883088,0.345218544,2587.492006,,,,,,,
21.93909712,50.45397255,23.41052357,58.34093453,22.21358512,44.48743294,0.10779104,0.345996895,2585.532037,,,,,,,
23.45385161,48.96138444,24.10868983,58.77515483,22.52591355,43.7308675,0.114946552,0.344700631,2595.053066,,,,,,,
21.68242959,48.94995165,23.86510869,57.26343354,23.76409704,44.05163704,0.110359832,0.344313249,2599.640584,,,,,,,
23.57835097,50.47977919,22.20417944,57.1741105,23.06123637,44.64040947,0.10956292,0.344145649,2586.47351,,,,,,,
22.53420229,49.63547896,24.00824699,59.01537874,23.75131548,43.94000957,0.108408375,0.342238502,2600.58759,,,,,,,
23.52336241,50.51567621,23.62820944,57.18219987,22.57384745,43.3216739,0.112905427,0.343191368,2602.049354,,,,,,,
21.74925011,49.34846379,22.36963929,58.42474585,22.7638541,43.16229278,0.114920232,0.349027738,2602.908418,,,,,,,
22.82662597,50.56170051,23.38453546,57.36602734,22.49361606,42.98019269,0.107318213,0.342593641,2591.993912,,,,,,,
22.47435766,50.43823677,24.05212528,58.42695756,22.70553136,43.86517483,0.107916249,0.347374681,2595.968223,,,,,,,
22.88816435,50.43666769,23.58971767,58.41315482,23.53003672,44.26399378,0.106421166,0.346641598,2595.94303,,,,,,,
23.51939704,49.73816819,22.9889285,58.87386007,22.56825276,43.06425722,0.114434143,0.348110536,2593.82533,,,,,,,
22.91402751,50.28374635,22.99991724,57.31100666,23.73744884,43.75184503,0.10865293,0.344069148,2587.183795,,,,,,,
21.68203405,48.98432452,23.84037712,58.22430846,22.90001984,43.27834243,0.110068557,0.345900324,2585.016097,,,,,,,
22.47566923,50.3351571,23.37459326,58.99751361,23.5232679,44.33649529,0.106943155,0.346410607,2586.270488,,,,,,,
23.19170145,49.26268805,22.33612555,58.02144768,22.74778634,42.95605851,0.10619305,0.345344945,2585.510837,,,,,,,
22.95936102,49.9367552,22.76939229,58.93248824,23.72767484,44.65259337,0.106868238,0.34178057,2594.129232,,,,,,,
23.02622636,50.39069187,24.00706406,58.97747969,23.22496609,44.40906879,0.112521631,0.348095032,2597.359504,,,,,,,
